ts,open,high,low,close,volume
2025-04-22 00:00:00+00:00,5205.5,5206.0,5202.25,5203.75,345.0
2025-04-22 00:00:15+00:00,5204.0,5204.0,5202.5,5203.75,195.0
2025-04-22 00:00:30+00:00,5203.75,5204.0,5203.5,5204.0,67.0
2025-04-22 00:00:45+00:00,5204.0,5204.75,5203.5,5204.5,86.0
2025-04-22 00:01:00+00:00,5204.75,5206.0,5204.25,5204.5,224.0
2025-04-22 00:01:15+00:00,5204.5,5205.25,5204.0,5205.0,138.0
2025-04-22 00:01:30+00:00,5205.25,5208.25,5205.25,5208.0,294.0
2025-04-22 00:01:45+00:00,5208.0,5208.75,5207.25,5208.75,276.0
2025-04-22 00:02:00+00:00,5208.75,5209.0,5207.5,5208.0,245.0
2025-04-22 00:02:15+00:00,5208.0,5208.5,5207.0,5207.5,181.0
2025-04-22 00:02:30+00:00,5207.25,5208.25,5207.25,5207.75,70.0
2025-04-22 00:02:45+00:00,5207.5,5207.75,5206.0,5206.0,182.0
2025-04-22 00:03:00+00:00,5206.0,5206.25,5205.25,5205.5,121.0
2025-04-22 00:03:15+00:00,5206.0,5207.0,5205.5,5207.0,91.0
2025-04-22 00:03:30+00:00,5206.75,5207.75,5206.5,5207.0,96.0
2025-04-22 00:03:45+00:00,5206.75,5207.0,5206.5,5207.0,44.0
2025-04-22 00:04:00+00:00,5207.0,5207.0,5205.75,5206.25,60.0
2025-04-22 00:04:15+00:00,5206.0,5206.25,5204.25,5204.75,177.0
2025-04-22 00:04:30+00:00,5204.75,5205.25,5204.0,5204.0,150.0
2025-04-22 00:04:45+00:00,5204.0,5205.0,5204.0,5205.0,146.0
2025-04-22 00:05:00+00:00,5204.5,5205.0,5204.25,5204.25,65.0
2025-04-22 00:05:15+00:00,5204.5,5205.25,5204.25,5204.75,77.0
2025-04-22 00:05:30+00:00,5205.0,5206.25,5204.75,5205.0,187.0
2025-04-22 00:05:45+00:00,5204.75,5205.0,5204.0,5204.0,81.0
2025-04-22 00:06:00+00:00,5204.0,5204.5,5204.0,5204.25,63.0
2025-04-22 00:06:15+00:00,5204.0,5204.5,5204.0,5204.25,47.0
2025-04-22 00:06:30+00:00,5204.5,5206.0,5203.5,5205.5,251.0
2025-04-22 00:06:45+00:00,5205.75,5205.75,5204.25,5205.5,106.0
2025-04-22 00:07:00+00:00,5205.75,5206.25,5205.5,5205.5,114.0
2025-04-22 00:07:15+00:00,5205.75,5205.75,5204.25,5204.25,84.0
