ts,open,high,low,close,volume,atr14,ema20,ema50,ema200,vwap,adr
2025-04-22 00:00:00+00:00,5205.5,5206.0,5202.25,5204.5,693.0,3.75,5204.5,5204.5,5204.5,5204.25,226.0
2025-04-22 00:01:00+00:00,5204.75,5208.75,5204.0,5208.75,932.0,4.25,5204.9047619047615,5204.666666666667,5204.542288557214,5205.922820512821,226.0
2025-04-22 00:02:00+00:00,5208.75,5209.0,5206.0,5206.0,678.0,3.8333333333333335,5205.009070294785,5204.718954248367,5204.556793148685,5206.239940657114,226.0
2025-04-22 00:03:00+00:00,5206.0,5207.75,5205.25,5207.0,352.0,3.5,5205.198682647662,5204.808407022941,5204.581103664618,5206.296516007533,226.0
2025-04-22 00:04:00+00:00,5207.0,5207.0,5204.0,5205.0,533.0,3.4,5205.1797604907415,5204.815920473022,5204.585271787359,5206.135482015893,226.0
2025-04-22 00:05:00+00:00,5204.5,5206.25,5204.0,5204.0,410.0,3.2083333333333335,5205.067402348766,5204.783923591727,5204.579448187485,5205.977603298128,226.0
2025-04-22 00:06:00+00:00,5204.0,5206.0,5203.5,5205.5,467.0,3.107142857142857,5205.108602125074,5204.812005019503,5204.588607907012,5205.865293152931,226.0
2025-04-22 00:07:00+00:00,5205.75,5206.25,5204.25,5204.75,400.0,2.96875,5205.074449541734,5204.809573450111,5204.590213798485,5205.7952407614775,226.0
2025-04-22 00:08:00+00:00,5204.5,5205.0,5203.75,5204.5,298.0,2.7777777777777777,5205.019740061569,5204.797433314813,5204.589316148748,5205.70898943243,226.0
2025-04-22 00:09:00+00:00,5204.25,5205.5,5203.75,5205.0,263.0,2.675,5205.017860055705,5204.805377106389,5204.593402555229,5205.658807534155,226.0
2025-04-22 00:10:00+00:00,5205.25,5205.75,5203.5,5204.75,277.0,2.6363636363636362,5204.992349574209,5204.803205455159,5204.594960738759,5205.606983468477,226.0
2025-04-22 00:11:00+00:00,5204.75,5205.75,5203.5,5205.25,213.0,2.6041666666666665,5205.016887709999,5204.820726809859,5204.601478542353,5205.577109016195,226.0
2025-04-22 00:12:00+00:00,5205.25,5205.5,5203.75,5203.75,216.0,2.5384615384615383,5204.896231737617,5204.778737523198,5204.593006119046,5205.530239590602,226.0
2025-04-22 00:13:00+00:00,5204.25,5205.25,5203.0,5205.25,265.0,2.517857142857143,5204.929923953083,5204.797218404642,5204.5995433715925,5205.484714579512,226.0
2025-04-22 00:14:00+00:00,5205.5,5207.75,5205.0,5206.0,440.0,2.4464285714285716,5205.031835957551,5204.844386310342,5204.613478263417,5205.537025529491,226.0
2025-04-22 00:15:00+00:00,5206.25,5209.0,5204.5,5204.75,882.0,2.4285714285714284,5205.004994437784,5204.840684886408,5204.614836688657,5205.602860135719,226.0
2025-04-22 00:16:00+00:00,5204.5,5205.75,5203.75,5204.5,362.0,2.357142857142857,5204.956899729425,5204.827324694784,5204.613694035039,5205.558738011543,226.0
2025-04-22 00:17:00+00:00,5204.5,5204.75,5202.5,5203.5,381.0,2.3392857142857144,5204.818147374242,5204.775272745969,5204.602612502353,5205.46538286612,226.0
