ts,open,high,low,close,volume,atr14,ema20,ema50,ema200,vwap,adr
2025-04-13 22:00:00+00:00,5447.25,5477.0,5442.0,5446.0,1211.0,35.0,5446.0,5446.0,5446.0,5455.0,67.25
2025-04-13 22:00:15+00:00,5445.0,5460.0,5444.75,5449.75,608.0,25.125,5446.357142857142,5446.14705882353,5446.037313432836,5453.8301264431,67.25
2025-04-13 22:00:30+00:00,5449.75,5456.5,5445.75,5455.25,597.0,20.333333333333332,5447.204081632653,5446.504036908881,5446.128981955892,5453.501448675496,67.25
2025-04-13 22:00:45+00:00,5455.0,5457.75,5450.0,5455.75,480.0,17.1875,5448.017978620019,5446.866623696767,5446.224713478719,5453.666954419889,67.25
2025-04-13 22:01:00+00:00,5456.25,5465.0,5452.5,5453.5,1000.0,16.25,5448.540075894302,5447.126756100816,5446.297104389379,5454.522458932238,67.25
2025-04-13 22:01:15+00:00,5452.75,5453.25,5445.5,5445.75,781.0,14.875,5448.274354380559,5447.07276566549,5446.291660564609,5453.461121801725,67.25
2025-04-13 22:01:30+00:00,5446.0,5447.0,5441.5,5441.5,547.0,13.535714285714286,5447.629177772887,5446.85422583547,5446.243982350036,5452.400650842266,67.25
2025-04-13 22:01:45+00:00,5441.75,5442.5,5431.75,5432.25,776.0,13.1875,5446.164494175469,5446.281511096825,5446.104738744563,5450.214833333333,67.25
2025-04-13 22:02:00+00:00,5432.5,5436.25,5430.5,5432.25,742.0,12.36111111111111,5444.8393042539965,5445.731255759695,5445.966880647602,5448.320231385345,67.25
2025-04-13 22:02:15+00:00,5432.25,5440.0,5431.5,5435.5,755.0,11.975,5443.9498467059975,5445.3300300436285,5445.862732581457,5447.045929482904,67.25
2025-04-13 22:02:30+00:00,5435.75,5444.5,5435.25,5439.5,848.0,11.727272727272727,5443.526051781617,5445.101401414467,5445.799421809502,5446.304533652887,67.25
2025-04-13 22:02:45+00:00,5439.25,5442.75,5435.0,5441.0,540.0,11.395833333333334,5443.285475421463,5444.940562143311,5445.751666368611,5445.896042018383,67.25
2025-04-13 22:03:00+00:00,5440.5,5445.75,5439.75,5445.75,439.0,10.98076923076923,5443.52019204799,5444.972304804357,5445.751649787829,5445.795000357501,67.25
2025-04-13 22:03:15+00:00,5445.25,5448.0,5445.0,5448.0,385.0,10.410714285714286,5443.946840424373,5445.091037949284,5445.774021431731,5445.842783328184,67.25
2025-04-13 22:03:30+00:00,5448.25,5448.25,5444.25,5445.75,494.0,8.196428571428571,5444.118569907765,5445.116879598332,5445.77378241251,5445.854430069588,67.25
2025-04-13 22:03:45+00:00,5445.5,5446.75,5440.5,5440.5,535.0,7.553571428571429,5443.773944202263,5444.935825496436,5445.721306965619,5445.6914540262,67.25
2025-04-13 22:04:00+00:00,5440.75,5441.5,5436.75,5438.5,701.0,7.125,5443.271663802047,5444.68344018285,5445.649453164966,5445.276284348865,67.25
2025-04-13 22:04:15+00:00,5438.75,5443.5,5438.75,5441.5,394.0,6.928571428571429,5443.102933916139,5444.5585993913655,5445.608165073773,5445.142222316122,67.25
2025-04-13 22:04:30+00:00,5441.25,5444.25,5441.0,5443.5,302.0,6.267857142857143,5443.1407497336495,5444.517085689743,5445.58718830687,5445.086835599506,67.25
2025-04-13 22:04:45+00:00,5443.25,5443.25,5441.25,5442.5,153.0,5.857142857142857,5443.079725949492,5444.437984290145,5445.55647001526,5445.052551269532,67.25
2025-04-13 22:05:00+00:00,5442.25,5442.5,5437.25,5437.75,370.0,5.839285714285714,5442.572133001921,5444.175710396415,5445.4787936967,5444.880503765735,67.25
2025-04-13 22:05:15+00:00,5438.0,5440.0,5436.5,5439.0,270.0,5.321428571428571,5442.231929858881,5443.972741361261,5445.414328087779,5444.747247576321,67.25
2025-04-13 22:05:30+00:00,5439.0,5439.0,5436.25,5436.75,207.0,5.107142857142857,5441.709841300892,5443.689496601996,5445.328115868,5444.630408577592,67.25
2025-04-13 22:05:45+00:00,5436.5,5437.25,5435.5,5436.0,250.0,4.625,5441.166046891282,5443.387947715643,5445.235298794687,5444.473882455485,67.25
2025-04-13 22:06:00+00:00,5435.75,5438.25,5433.25,5436.25,303.0,4.321428571428571,5440.697851949256,5443.108028197384,5445.145892836531,5444.2844584063905,67.25
2025-04-13 22:06:15+00:00,5436.75,5436.75,5433.0,5433.5,395.0,4.035714285714286,5440.012342239804,5442.731242777879,5445.03001330582,5444.007686572463,67.25
2025-04-13 22:06:30+00:00,5434.0,5434.5,5433.0,5434.0,250.0,3.7142857142857144,5439.4397382169645,5442.388841100315,5444.920261929643,5443.830222795878,67.25
2025-04-13 22:06:45+00:00,5434.0,5435.5,5432.75,5435.0,256.0,3.6964285714285716,5439.016906005825,5442.099082625793,5444.821552855717,5443.665038727809,67.25
2025-04-13 22:07:00+00:00,5434.75,5436.75,5434.25,5436.5,172.0,3.5892857142857144,5438.777200671937,5441.8795107581145,5444.738751334765,5443.573781134973,67.25
2025-04-13 22:07:15+00:00,5436.25,5439.0,5436.25,5437.0,238.0,3.3392857142857144,5438.607943465086,5441.688157395051,5444.661748833922,5443.476081738782,67.25
2025-04-13 22:07:30+00:00,5437.0,5437.5,5431.25,5431.5,456.0,3.4464285714285716,5437.930996468411,5441.2886218109315,5444.530786158957,5443.17927855063,67.25
2025-04-13 22:07:45+00:00,5432.0,5432.75,5430.75,5431.25,223.0,3.232142857142857,5437.294711090467,5440.894950367367,5444.398639032998,5443.014340689713,67.25
2025-04-13 22:08:00+00:00,5431.25,5434.5,5430.5,5432.0,279.0,3.2857142857142856,5436.790452891375,5440.546128784333,5444.275269490382,5442.82758872804,67.25
2025-04-13 22:08:15+00:00,5432.0,5433.75,5430.75,5431.25,261.0,3.3392857142857144,5436.262790711244,5440.181574714359,5444.145664818837,5442.651996752579,67.25
2025-04-13 22:08:30+00:00,5431.5,5432.0,5430.5,5431.25,137.0,3.0714285714285716,5435.7853820720775,5439.831316882424,5444.017349746013,5442.556486293692,67.25
2025-04-13 22:08:45+00:00,5431.0,5433.0,5430.5,5432.25,146.0,3.0,5435.448679017594,5439.534010338016,5443.900261688838,5442.462345716421,67.25
2025-04-13 22:09:00+00:00,5432.75,5436.5,5432.75,5436.5,414.0,3.107142857142857,5435.548804825442,5439.415029540447,5443.826627244173,5442.285821263178,67.25
2025-04-13 22:09:15+00:00,5436.5,5438.25,5436.5,5436.75,300.0,3.107142857142857,5435.663204365876,5439.310518578077,5443.75621304274,5442.1966114822335,67.25
2025-04-13 22:09:30+00:00,5436.75,5436.75,5435.0,5435.5,147.0,2.875,5435.647661092936,5439.1610864769755,5443.67406166918,5442.142029528088,67.25
2025-04-13 22:09:45+00:00,5435.5,5436.75,5433.75,5436.25,273.0,2.8214285714285716,5435.705026703133,5439.046926222977,5443.600190408791,5442.040497117474,67.25
2025-04-13 22:10:00+00:00,5436.0,5436.25,5433.25,5434.25,122.0,2.9285714285714284,5435.566452731406,5438.858811469136,5443.507153688306,5441.989262450489,67.25
2025-04-13 22:10:15+00:00,5434.25,5435.5,5434.0,5435.5,148.0,2.8392857142857144,5435.560123899843,5438.727093372307,5443.427480517278,5441.931490272736,67.25
2025-04-13 22:10:30+00:00,5435.5,5435.75,5434.25,5434.75,101.0,2.767857142857143,5435.482969242716,5438.5711289263345,5443.341137427554,5441.892142434003,67.25
2025-04-13 22:10:45+00:00,5434.5,5437.5,5434.5,5437.5,272.0,2.7857142857142856,5435.675067410077,5438.529123870399,5443.283016657131,5441.811900463215,67.25
2025-04-13 22:11:00+00:00,5437.0,5437.75,5435.75,5437.25,241.0,2.482142857142857,5435.825060990069,5438.478962149992,5443.222986640642,5441.748195546916,67.25
2025-04-13 22:11:15+00:00,5437.5,5440.0,5437.25,5439.75,317.0,2.5357142857142856,5436.1988647053,5438.528806771561,5443.188429559641,5441.701944857365,67.25
2025-04-13 22:11:30+00:00,5440.0,5443.75,5439.25,5443.0,355.0,2.5714285714285716,5436.846591876224,5438.70414768248,5443.18655463865,5441.707458357216,67.25
2025-04-13 22:11:45+00:00,5443.25,5444.25,5442.25,5443.5,245.0,2.5,5437.480249792774,5438.892220322382,5443.189673497967,5441.727953282569,67.25
2025-04-13 22:12:00+00:00,5443.0,5444.5,5441.25,5441.25,241.0,2.625,5437.839273622033,5438.984682270524,5443.170373264157,5441.735367857566,67.25
2025-04-13 22:12:15+00:00,5441.5,5444.5,5440.75,5442.5,298.0,2.7142857142857144,5438.283152324696,5439.122537867758,5443.163702883419,5441.748018356278,67.25
2025-04-13 22:12:30+00:00,5442.5,5442.5,5440.5,5441.0,158.0,2.5535714285714284,5438.541899722344,5439.196163833728,5443.142173501495,5441.744763986158,67.25
2025-04-13 22:12:45+00:00,5441.0,5442.0,5439.75,5441.5,214.0,2.5892857142857144,5438.823623558312,5439.286510350053,5443.1258334666545,5441.73780737537,67.25
2025-04-13 22:13:00+00:00,5441.75,5442.0,5439.75,5440.25,160.0,2.625,5438.959468933711,5439.324294257894,5443.09721820828,5441.729450106467,67.25
2025-04-13 22:13:15+00:00,5440.0,5440.5,5439.25,5439.5,73.0,2.5,5439.010948082881,5439.331184679152,5443.061424992277,5441.7224287333975,67.25
2025-04-13 22:13:30+00:00,5439.75,5440.25,5439.0,5440.25,80.0,2.375,5439.128953027369,5439.367216652519,5443.033450614244,5441.71511374637,67.25
2025-04-13 22:13:45+00:00,5439.75,5439.75,5436.5,5437.25,288.0,2.5357142857142856,5438.95000512,5439.2841885484995,5442.975903841963,5441.661745751384,67.25
2025-04-13 22:14:00+00:00,5437.25,5437.25,5433.25,5433.75,239.0,2.7142857142857144,5438.454766537143,5439.067161546598,5442.884103803734,5441.583777788266,67.25
2025-04-13 22:14:15+00:00,5434.0,5434.25,5431.5,5433.25,274.0,2.6964285714285716,5437.959074485986,5438.839037564379,5442.788242074344,5441.474185732259,67.25
2025-04-13 22:14:30+00:00,5433.0,5434.0,5431.0,5433.75,203.0,2.767857142857143,5437.558210249225,5438.639467463816,5442.698309317386,5441.393998492122,67.25
2025-04-13 22:14:45+00:00,5434.0,5434.75,5431.5,5432.75,207.0,2.8035714285714284,5437.100285463584,5438.408507955432,5442.599321164975,5441.314552756313,67.25
2025-04-13 22:15:00+00:00,5432.75,5433.5,5431.5,5432.5,170.0,2.625,5436.662163038481,5438.176801761101,5442.498830407115,5441.246567003916,67.25
2025-04-13 22:15:15+00:00,5432.75,5434.0,5432.25,5434.0,144.0,2.607142857142857,5436.408623701483,5438.013005613607,5442.414264930428,5441.195744121404,67.25
2025-04-13 22:15:30+00:00,5434.0,5435.5,5433.5,5434.25,224.0,2.517857142857143,5436.203040491818,5437.865436766015,5442.3330284634585,5441.127980573281,67.25
2025-04-13 22:15:45+00:00,5434.25,5435.75,5434.0,5434.0,159.0,2.375,5435.993227111644,5437.713851010485,5442.250112757355,5441.081871085903,67.25
2025-04-13 22:16:00+00:00,5434.25,5434.5,5429.0,5429.75,399.0,2.625,5435.398634053392,5437.40154312772,5442.12573352594,5440.908168967068,67.25
2025-04-13 22:16:15+00:00,5430.0,5432.75,5427.75,5432.25,416.0,2.8214285714285716,5435.098764143546,5437.199521828595,5442.0274675207065,5440.730413120643,67.25
