ts,open,high,low,close,volume,atr14,ema20,ema50,ema200,vwap,adr
2025-04-11 00:00:00+00:00,5274.5,5278.25,5206.75,5230.75,61089.0,71.5,5230.75,5230.75,5230.75,5238.583333333333,211.0
2025-04-11 01:00:00+00:00,5230.25,5273.75,5223.25,5270.5,47076.0,61.0,5234.535714285714,5232.308823529413,5231.145522388059,5246.090946701798,211.0
2025-04-11 02:00:00+00:00,5270.25,5289.0,5244.0,5269.0,39990.0,55.666666666666664,5237.818027210884,5233.747693194926,5231.522183856835,5251.824692045493,211.0
2025-04-11 03:00:00+00:00,5269.5,5314.5,5269.0,5300.5,32218.0,53.125,5243.7877389050855,5236.3654307166935,5232.208530286121,5259.477072048848,211.0
2025-04-11 04:00:00+00:00,5300.5,5320.25,5297.0,5307.75,21986.0,47.15,5249.879382818887,5239.164825590549,5232.960186701184,5264.785231115658,211.0
2025-04-11 05:00:00+00:00,5308.0,5361.25,5294.0,5357.75,33393.0,50.5,5260.152774931374,5243.815224586999,5234.2018763857495,5275.108493600621,211.0
2025-04-11 06:00:00+00:00,5358.0,5379.5,5344.0,5350.0,40410.0,48.357142857142854,5268.709653509338,5247.979333426724,5235.354096521215,5287.213384112707,211.0
2025-04-11 07:00:00+00:00,5350.75,5353.0,5312.5,5314.75,54522.0,47.375,5273.094448413211,5250.597790939402,5236.144105511054,5293.732040507958,211.0
2025-04-11 08:00:00+00:00,5315.0,5327.75,5257.0,5276.25,68482.0,49.97222222222222,5273.394977135762,5251.603759922171,5236.54316913781,5292.577073406386,211.0
2025-04-11 09:00:00+00:00,5276.0,5342.25,5265.75,5341.5,41166.0,52.625,5279.881169789499,5255.129102670321,5237.587515713553,5294.81359311459,211.0
2025-04-11 10:00:00+00:00,5341.25,5359.0,5326.0,5340.75,43828.0,50.84090909090909,5285.678201238118,5258.486784918544,5238.614008094513,5299.0775420315595,211.0
2025-04-11 11:00:00+00:00,5341.0,5348.5,5295.75,5321.25,44719.0,51.0,5289.065991596393,5260.948087470758,5239.43625677019,5301.001642310119,211.0
2025-04-11 12:00:00+00:00,5321.0,5350.0,5303.75,5307.25,49775.0,50.63461538461539,5290.797801920547,5262.763848746415,5240.111020384417,5302.664527074901,211.0
2025-04-11 13:00:00+00:00,5307.5,5340.75,5262.0,5314.75,268580.0,52.642857142857146,5293.0789636424,5264.802521344594,5240.853696798503,5303.66906417432,211.0
2025-04-11 14:00:00+00:00,5306.0,5336.5,5251.25,5282.5,350969.0,53.625,5292.071443295505,5265.496540115395,5241.268087875135,5299.6896296648665,211.0
2025-04-11 15:00:00+00:00,5282.5,5326.0,5259.25,5320.75,221823.0,54.785714285714285,5294.802734410218,5267.663342463811,5242.058952672398,5300.050533816516,211.0
2025-04-11 16:00:00+00:00,5321.25,5380.75,5312.0,5369.75,174776.0,56.482142857142854,5301.940569228293,5271.666740798564,5243.32951035725,5305.98117676468,211.0
2025-04-11 17:00:00+00:00,5370.0,5417.75,5340.25,5399.25,221259.0,58.767857142857146,5311.208134063693,5276.670005865287,5244.880958015387,5315.699776558532,211.0
2025-04-11 18:00:00+00:00,5399.25,5403.25,5367.75,5374.5,167041.0,59.642857142857146,5317.235930819532,5280.5064762235115,5246.1706997266765,5321.2703500626785,211.0
2025-04-11 19:00:00+00:00,5375.0,5409.5,5373.25,5390.25,161884.0,57.42857142857143,5324.189651693862,5284.810143822589,5247.6043246050185,5326.532908722947,211.0
2025-04-11 20:00:00+00:00,5390.25,5401.25,5386.5,5396.0,24241.0,55.94642857142857,5331.028732484923,5289.170530339351,5249.080898489546,5327.2933687130635,211.0
