ts,open,high,low,close,volume
2025-04-15 00:00:00+00:00,5421.25,5427.5,5421.25,5425.75,1476.0
2025-04-15 00:01:00+00:00,5425.75,5426.0,5423.25,5424.75,325.0
2025-04-15 00:02:00+00:00,5424.75,5425.5,5424.0,5424.0,185.0
2025-04-15 00:03:00+00:00,5424.0,5426.0,5424.0,5425.0,180.0
2025-04-15 00:04:00+00:00,5425.0,5425.25,5423.0,5423.75,169.0
2025-04-15 00:05:00+00:00,5423.75,5428.75,5422.5,5428.5,691.0
2025-04-15 00:06:00+00:00,5428.5,5429.0,5427.0,5427.25,318.0
2025-04-15 00:07:00+00:00,5427.5,5427.75,5426.25,5427.25,216.0
2025-04-15 00:08:00+00:00,5427.5,5429.5,5425.25,5429.25,282.0
2025-04-15 00:09:00+00:00,5429.25,5429.75,5426.75,5427.0,291.0
2025-04-15 00:10:00+00:00,5427.0,5428.75,5426.75,5427.5,162.0
2025-04-15 00:11:00+00:00,5427.5,5428.25,5426.75,5428.0,136.0
2025-04-15 00:12:00+00:00,5428.0,5429.75,5427.25,5428.75,230.0
2025-04-15 00:13:00+00:00,5429.0,5431.0,5429.0,5430.5,477.0
2025-04-15 00:14:00+00:00,5430.5,5430.75,5429.0,5429.0,208.0
2025-04-15 00:15:00+00:00,5429.0,5430.5,5428.0,5430.5,342.0
2025-04-15 00:16:00+00:00,5430.25,5430.5,5428.75,5428.75,216.0
2025-04-15 00:17:00+00:00,5428.5,5430.0,5427.25,5429.5,295.0
2025-04-15 00:18:00+00:00,5429.25,5430.25,5428.5,5429.25,216.0
2025-04-15 00:19:00+00:00,5429.25,5429.25,5428.5,5428.5,119.0
2025-04-15 00:20:00+00:00,5428.5,5430.0,5427.75,5428.25,185.0
2025-04-15 00:21:00+00:00,5428.5,5430.75,5428.25,5429.5,180.0
2025-04-15 00:22:00+00:00,5430.0,5432.0,5429.25,5431.5,248.0
2025-04-15 00:23:00+00:00,5431.25,5432.0,5430.0,5431.75,206.0
2025-04-15 00:24:00+00:00,5431.75,5433.0,5431.25,5432.75,328.0
2025-04-15 00:25:00+00:00,5432.5,5433.75,5432.5,5433.25,223.0
2025-04-15 00:26:00+00:00,5434.25,5438.0,5433.25,5435.75,997.0
