ts,open,high,low,close,volume
2025-04-24 00:00:00+00:00,5411.75,5418.25,5408.0,5417.25,2639.0
2025-04-24 00:05:00+00:00,5417.0,5420.5,5413.0,5419.0,1907.0
2025-04-24 00:10:00+00:00,5418.5,5421.25,5414.25,5416.0,1489.0
2025-04-24 00:15:00+00:00,5416.25,5419.0,5412.5,5417.5,1660.0
2025-04-24 00:20:00+00:00,5418.0,5418.75,5413.0,5413.5,926.0
2025-04-24 00:25:00+00:00,5413.75,5414.25,5411.0,5412.25,1291.0
2025-04-24 00:30:00+00:00,5412.0,5414.25,5410.75,5411.75,952.0
2025-04-24 00:35:00+00:00,5411.75,5413.75,5410.0,5413.25,1038.0
2025-04-24 00:40:00+00:00,5413.25,5416.25,5411.75,5414.25,1464.0
2025-04-24 00:45:00+00:00,5414.5,5414.75,5410.75,5411.75,859.0
2025-04-24 00:50:00+00:00,5411.5,5414.0,5411.25,5412.25,716.0
2025-04-24 00:55:00+00:00,5411.75,5413.25,5410.0,5411.0,1253.0
2025-04-24 01:00:00+00:00,5411.5,5414.0,5408.25,5409.25,1590.0
2025-04-24 01:05:00+00:00,5409.75,5413.25,5407.0,5412.25,1517.0
2025-04-24 01:10:00+00:00,5412.25,5413.75,5410.75,5411.25,814.0
2025-04-24 01:15:00+00:00,5411.0,5412.0,5406.25,5407.5,1089.0
2025-04-24 01:20:00+00:00,5407.75,5408.5,5404.5,5404.75,1116.0
2025-04-24 01:25:00+00:00,5404.5,5407.0,5403.25,5407.0,1174.0
2025-04-24 01:30:00+00:00,5406.75,5408.5,5406.25,5407.0,714.0
2025-04-24 01:35:00+00:00,5407.25,5412.75,5407.0,5411.75,1365.0
2025-04-24 01:40:00+00:00,5411.5,5411.5,5405.25,5405.5,1223.0
2025-04-24 01:45:00+00:00,5405.5,5410.5,5405.25,5408.25,1548.0
2025-04-24 01:50:00+00:00,5408.25,5408.5,5401.5,5402.75,1420.0
2025-04-24 01:55:00+00:00,5402.5,5403.5,5397.5,5398.0,1528.0
2025-04-24 02:00:00+00:00,5398.0,5401.75,5397.5,5401.75,1525.0
2025-04-24 02:05:00+00:00,5401.5,5401.75,5400.0,5400.75,1046.0
2025-04-24 02:10:00+00:00,5400.5,5403.0,5399.75,5401.5,729.0
2025-04-24 02:15:00+00:00,5401.25,5403.0,5396.25,5399.75,1327.0
2025-04-24 02:20:00+00:00,5399.5,5403.75,5399.5,5402.75,883.0
