ts,open,high,low,close,volume
2025-04-10 00:00:00+00:00,5514.25,5518.25,5475.5,5496.5,36889.0
2025-04-10 01:00:00+00:00,5496.5,5506.75,5464.25,5475.5,37194.0
2025-04-10 02:00:00+00:00,5475.75,5482.75,5465.0,5465.25,21679.0
2025-04-10 03:00:00+00:00,5465.25,5470.5,5444.25,5455.75,26892.0
2025-04-10 04:00:00+00:00,5455.5,5457.75,5441.0,5451.25,16327.0
2025-04-10 05:00:00+00:00,5451.25,5472.0,5442.0,5471.5,18400.0
2025-04-10 06:00:00+00:00,5471.5,5476.75,5450.25,5467.25,33290.0
2025-04-10 07:00:00+00:00,5467.5,5488.5,5390.25,5401.25,61341.0
2025-04-10 08:00:00+00:00,5401.25,5415.25,5359.75,5372.75,45100.0
2025-04-10 09:00:00+00:00,5372.25,5397.0,5359.75,5379.75,30867.0
2025-04-10 10:00:00+00:00,5380.25,5430.0,5378.0,5391.0,34481.0
2025-04-10 11:00:00+00:00,5391.5,5413.25,5384.75,5406.25,32121.0
2025-04-10 12:00:00+00:00,5406.0,5425.25,5362.75,5386.0,86366.0
2025-04-10 13:00:00+00:00,5385.75,5405.5,5338.0,5343.25,262446.0
2025-04-10 14:00:00+00:00,5343.25,5373.75,5313.0,5316.5,316403.0
2025-04-10 15:00:00+00:00,5316.75,5341.0,5231.5,5238.25,266098.0
2025-04-10 16:00:00+00:00,5238.5,5258.0,5146.75,5249.0,456696.0
2025-04-10 17:00:00+00:00,5249.0,5308.75,5180.0,5295.5,356699.0
2025-04-10 18:00:00+00:00,5295.5,5351.75,5255.5,5314.75,319422.0
2025-04-10 19:00:00+00:00,5315.25,5348.25,5234.5,5299.25,354710.0
2025-04-10 20:00:00+00:00,5299.25,5323.0,5288.75,5303.75,47066.0
2025-04-10 22:00:00+00:00,5300.0,5330.0,5294.0,5311.5,25045.0
2025-04-10 23:00:00+00:00,5311.75,5315.5,5264.25,5274.75,40553.0
