ts,open,high,low,close,volume
2025-04-16 00:00:00+00:00,5386.25,5388.5,5367.25,5377.75,22936.0
2025-04-16 01:00:00+00:00,5378.0,5391.0,5377.75,5385.0,12771.0
2025-04-16 02:00:00+00:00,5385.5,5390.0,5379.25,5383.0,13104.0
2025-04-16 03:00:00+00:00,5383.0,5388.25,5378.75,5379.25,10317.0
2025-04-16 04:00:00+00:00,5379.25,5380.25,5373.75,5376.0,8658.0
2025-04-16 05:00:00+00:00,5376.25,5376.75,5339.75,5347.25,33228.0
2025-04-16 06:00:00+00:00,5347.0,5365.75,5346.0,5358.75,17496.0
2025-04-16 07:00:00+00:00,5358.5,5368.75,5342.0,5344.75,20236.0
2025-04-16 08:00:00+00:00,5345.0,5425.5,5342.75,5389.5,72264.0
2025-04-16 09:00:00+00:00,5389.5,5404.5,5382.75,5383.0,34610.0
2025-04-16 10:00:00+00:00,5383.0,5396.75,5380.75,5388.0,22626.0
2025-04-16 11:00:00+00:00,5388.0,5395.75,5378.25,5387.5,25758.0
2025-04-16 12:00:00+00:00,5387.25,5393.0,5373.0,5376.0,35771.0
2025-04-16 13:00:00+00:00,5376.0,5388.75,5348.5,5348.5,189265.0
2025-04-16 14:00:00+00:00,5348.75,5379.25,5346.0,5372.0,188725.0
2025-04-16 15:00:00+00:00,5372.25,5401.0,5362.75,5366.75,172623.0
2025-04-16 16:00:00+00:00,5366.5,5370.5,5354.0,5358.25,124547.0
2025-04-16 17:00:00+00:00,5358.25,5366.5,5287.5,5289.0,218998.0
2025-04-16 18:00:00+00:00,5289.0,5317.0,5275.25,5276.25,211891.0
2025-04-16 19:00:00+00:00,5276.5,5310.5,5250.75,5305.5,246422.0
2025-04-16 20:00:00+00:00,5305.5,5316.5,5292.25,5300.0,48771.0
2025-04-16 22:00:00+00:00,5306.75,5313.5,5299.5,5308.0,19655.0
2025-04-16 23:00:00+00:00,5307.5,5311.5,5293.0,5307.75,23364.0
